Reaction_ID,Reaction_Equation,Subsystem
EX_R_3hpocta_e,R_3hpocta_e --> ,Transport Systems
EX_R_3hppta_e,R_3hppta_e --> ,Transport Systems
EX_R_3hpt_e,R_3hpt_e --> ,Transport Systems
EX_R_3htd58e_e,R_3htd58e_e --> ,Transport Systems
EX_R_3htd5e_e,R_3htd5e_e --> ,Transport Systems
EX_R_3httdca_e,R_3httdca_e --> ,Transport Systems
EX_T4hcinnm_e,T4hcinnm_e --> ,Transport Systems
EX_ac_e,ac_e --> ,Transport Systems
EX_acac_e,acac_e --> ,Transport Systems
EX_acald_e,acald_e --> ,Transport Systems
EX_acon_C_e,acon_C_e --> ,Transport Systems
EX_acser_e,acser_e --> ,Transport Systems
EX_actn__R_e,actn__R_e --> ,Transport Systems
EX_ade_e,ade_e --> ,Transport Systems
EX_adn_e,adn_e --> ,Transport Systems
EX_adocbl_e,adocbl_e --> ,Transport Systems
EX_ag_e,ag_e --> ,Transport Systems
EX_agm_e,agm_e --> ,Transport Systems
EX_akg_e,akg_e --> ,Transport Systems
EX_ala_B_e,ala_B_e --> ,Transport Systems
EX_ala__D_e,ala__D_e --> ,Transport Systems
EX_ala__L_e,ala__L_e --> ,Transport Systems
EX_alaala_e,alaala_e --> ,Transport Systems
EX_alahis_e,alahis_e --> ,Transport Systems
EX_alaleu_e,alaleu_e --> ,Transport Systems
EX_alathr_e,alathr_e --> ,Transport Systems
EX_alatrp_e,alatrp_e --> ,Transport Systems
EX_algac_MG_14_e,algac_MG_14_e --> ,Transport Systems
EX_algac_MG_23_e,algac_MG_23_e --> ,Transport Systems
EX_algac_MG_32_e,algac_MG_32_e --> ,Transport Systems
EX_algac_MG_41_e,algac_MG_41_e --> ,Transport Systems
EX_algac__M_e,algac__M_e --> ,Transport Systems
EX_alltn_e,alltn_e --> ,Transport Systems
EX_apc_e,apc_e --> ,Transport Systems
EX_arbtn_e,arbtn_e --> ,Transport Systems
EX_arbtn_fe3_e,arbtn_fe3_e --> ,Transport Systems
EX_arg__D_e,arg__D_e --> ,Transport Systems
EX_arg__L_e,arg__L_e --> ,Transport Systems
EX_asn__D_e,asn__D_e --> ,Transport Systems
EX_asn__L_e,asn__L_e --> ,Transport Systems
EX_aso3_e,aso3_e --> ,Transport Systems
EX_aso4_e,aso4_e --> ,Transport Systems
EX_asp__L_e,asp__L_e --> ,Transport Systems
EX_balaala_e,balaala_e --> ,Transport Systems
EX_balabala_e,balabala_e --> ,Transport Systems
EX_balagly_e,balagly_e --> ,Transport Systems
EX_balaleu_e,balaleu_e --> ,Transport Systems
EX_balamd_e,balamd_e --> ,Transport Systems
EX_bhb_e,bhb_e --> ,Transport Systems
EX_biliverd_e,biliverd_e --> ,Transport Systems
EX_btd_RR_e,btd_RR_e --> ,Transport Systems
EX_btn_e,btn_e --> ,Transport Systems
EX_butso3_e,butso3_e --> ,Transport Systems
EX_bz_e,bz_e --> ,Transport Systems
EX_ca2_e,ca2_e <=> ,Transport Systems
EX_carn_e,carn_e --> ,Transport Systems
EX_catechol_e,catechol_e --> ,Transport Systems
EX_cbi_e,cbi_e --> ,Transport Systems
EX_cbl1_e,cbl1_e --> ,Transport Systems
EX_cd2_e,cd2_e --> ,Transport Systems
EX_cell4_e,cell4_e --> ,Transport Systems
EX_cgly_e,cgly_e --> ,Transport Systems
EX_chol_e,chol_e --> ,Transport Systems
EX_chols_e,chols_e --> ,Transport Systems
EX_chor_e,chor_e --> ,Transport Systems
EX_cinnm_e,cinnm_e --> ,Transport Systems
EX_cit_e,cit_e --> ,Transport Systems
EX_cl_e,cl_e <=> ,Transport Systems
EX_cm_e,cm_e --> ,Transport Systems
EX_cmcbtt_e,cmcbtt_e --> ,Transport Systems
EX_co2_e,co2_e <=> ,Transport Systems
EX_co_e,co_e --> ,Transport Systems
EX_cobalt2_e,cobalt2_e <=> ,Transport Systems
EX_confrl_e,confrl_e --> ,Transport Systems
EX_creat_e,creat_e --> ,Transport Systems
EX_crn_e,crn_e --> ,Transport Systems
EX_cro2_e,cro2_e --> ,Transport Systems
EX_cro4_e,cro4_e --> ,Transport Systems
EX_crtn_e,crtn_e --> ,Transport Systems
EX_csn_e,csn_e --> ,Transport Systems
EX_cu2_e,cu2_e <=> ,Transport Systems
EX_cu_e,cu_e --> ,Transport Systems
EX_cyan_e,cyan_e --> ,Transport Systems
EX_cys__D_e,cys__D_e --> ,Transport Systems
EX_cys__L_e,cys__L_e --> ,Transport Systems
EX_dag181d9_e,dag181d9_e --> ,Transport Systems
EX_dag182d9d12_e,dag182d9d12_e --> ,Transport Systems
EX_dca_e,dca_e --> ,Transport Systems
EX_ddca_e,ddca_e --> ,Transport Systems
EX_dgudbutn_e,dgudbutn_e --> ,Transport Systems
EX_dmanur_e,dmanur_e --> ,Transport Systems
EX_dmgly_e,dmgly_e --> ,Transport Systems
EX_dmso2_e,dmso2_e --> ,Transport Systems
EX_dopa_e,dopa_e --> ,Transport Systems
EX_ecto__L_e,ecto__L_e --> ,Transport Systems
EX_enter_e,enter_e --> ,Transport Systems
EX_etha_e,etha_e --> ,Transport Systems
EX_ethso3_e,ethso3_e --> ,Transport Systems
EX_etoh_e,etoh_e --> ,Transport Systems
EX_fald_e,fald_e --> ,Transport Systems
EX_fcmcbtt_e,fcmcbtt_e --> ,Transport Systems
EX_fe2_e,fe2_e <=> ,Transport Systems
EX_fe3_e,fe3_e --> ,Transport Systems
EX_fe3dcit_e,fe3dcit_e --> ,Transport Systems
EX_fe3mcbtt_e,fe3mcbtt_e --> ,Transport Systems
EX_fe3pyovd_e,fe3pyovd_e --> ,Transport Systems
EX_fe3pyovd_kt_e,fe3pyovd_kt_e --> ,Transport Systems
EX_fecrm_e,fecrm_e --> ,Transport Systems
EX_fecrm_un_e,fecrm_un_e --> ,Transport Systems
EX_feenter_e,feenter_e --> ,Transport Systems
EX_feoxam_e,feoxam_e --> ,Transport Systems
EX_feoxam_un_e,feoxam_un_e --> ,Transport Systems
EX_fer_e,fer_e --> ,Transport Systems
EX_for_e,for_e --> ,Transport Systems
EX_fru_e,fru_e --> ,Transport Systems
EX_fum_e,fum_e --> ,Transport Systems
EX_ga_e,ga_e --> ,Transport Systems
EX_galct__D_e,galct__D_e --> ,Transport Systems
EX_galur_e,galur_e --> ,Transport Systems
EX_glc__D_e,glc__D_e --> ,Transport Systems
EX_glcn_e,glcn_e --> ,Transport Systems
EX_glcr_e,glcr_e --> ,Transport Systems
EX_glcur_e,glcur_e --> ,Transport Systems
EX_gln__L_e,gln__L_e --> ,Transport Systems
EX_glu__L_e,glu__L_e --> ,Transport Systems
EX_glutar_e,glutar_e --> ,Transport Systems
EX_gly_e,gly_e --> ,Transport Systems
EX_glyald_e,glyald_e --> ,Transport Systems
EX_glyb_e,glyb_e --> ,Transport Systems
EX_glyc__R_e,glyc__R_e --> ,Transport Systems
EX_glyc_e,glyc_e --> ,Transport Systems
EX_glyclt_e,glyclt_e --> ,Transport Systems
EX_glycol_e,glycol_e --> ,Transport Systems
EX_glygln_e,glygln_e --> ,Transport Systems
EX_glyglu_e,glyglu_e --> ,Transport Systems
EX_glygly_e,glygly_e --> ,Transport Systems
EX_glymet_e,glymet_e --> ,Transport Systems
EX_glyphe_e,glyphe_e --> ,Transport Systems
EX_glyser_e,glyser_e --> ,Transport Systems
EX_gua_e,gua_e --> ,Transport Systems
EX_gudac_e,gudac_e --> ,Transport Systems
EX_gudptn_e,gudptn_e --> ,Transport Systems
EX_h2o2_e,h2o2_e --> ,Transport Systems
EX_h2o_e,h2o_e <=> ,Transport Systems
EX_h2s_e,h2s_e --> ,Transport Systems
EX_h_e,h_e <=> ,Transport Systems
EX_hco3_e,hco3_e <=> ,Transport Systems
EX_hcys__L_e,hcys__L_e --> ,Transport Systems
EX_hdca_e,hdca_e --> ,Transport Systems
EX_hdcea_e,hdcea_e --> ,Transport Systems
EX_hg2_e,hg2_e --> ,Transport Systems
EX_hgentis_e,hgentis_e --> ,Transport Systems
EX_his__L_e,his__L_e --> ,Transport Systems
EX_hisgly_e,hisgly_e --> ,Transport Systems
EX_hishis_e,hishis_e --> ,Transport Systems
EX_hom__L_e,hom__L_e --> ,Transport Systems
EX_hpta_e,hpta_e --> ,Transport Systems
EX_hxa_e,hxa_e --> ,Transport Systems
EX_hxan_e,hxan_e --> ,Transport Systems
EX_icit_e,icit_e --> ,Transport Systems
EX_ile__L_e,ile__L_e --> ,Transport Systems
EX_ind3ac_e,ind3ac_e --> ,Transport Systems
EX_indole_e,indole_e --> ,Transport Systems
EX_ins_e,ins_e --> ,Transport Systems
EX_isetac_e,isetac_e --> ,Transport Systems
EX_k_e,k_e <=> ,Transport Systems
EX_lac__D_e,lac__D_e --> ,Transport Systems
EX_lac__L_e,lac__L_e --> ,Transport Systems
EX_leu__D_e,leu__D_e --> ,Transport Systems
EX_leu__L_e,leu__L_e --> ,Transport Systems
EX_leuleu_e,leuleu_e --> ,Transport Systems
EX_lnlc_e,lnlc_e --> ,Transport Systems
EX_lpspput_e,lpspput_e --> ,Transport Systems
EX_lys__D_e,lys__D_e --> ,Transport Systems
EX_lys__L_e,lys__L_e --> ,Transport Systems
EX_m_xyl_e,m_xyl_e --> ,Transport Systems
EX_mal__D_e,mal__D_e --> ,Transport Systems
EX_mal__L_e,mal__L_e --> ,Transport Systems
EX_man_e,man_e --> ,Transport Systems
EX_manur_e,manur_e --> ,Transport Systems
EX_mcbtt_e,mcbtt_e --> ,Transport Systems
EX_meoh_e,meoh_e --> ,Transport Systems
EX_met__L_e,met__L_e --> ,Transport Systems
EX_mg2_e,mg2_e <=> ,Transport Systems
EX_mmet_e,mmet_e --> ,Transport Systems
EX_mn2_e,mn2_e <=> ,Transport Systems
EX_mobd_e,mobd_e <=> ,Transport Systems
EX_mso3_e,mso3_e --> ,Transport Systems
EX_na1_e,na1_e <=> ,Transport Systems
EX_nac_e,nac_e --> ,Transport Systems
EX_nh4_e,nh4_e <=> ,Transport Systems
EX_ni2_e,ni2_e <=> ,Transport Systems
EX_no2_e,no2_e --> ,Transport Systems
EX_no3_e,no3_e --> ,Transport Systems
EX_no_e,no_e --> ,Transport Systems
EX_nona_e,nona_e --> ,Transport Systems
EX_o2_e,o2_e <-- ,Transport Systems
EX_o_xyl_e,o_xyl_e --> ,Transport Systems
EX_oaa_e,oaa_e --> ,Transport Systems
EX_ocdca_e,ocdca_e --> ,Transport Systems
EX_ocdcea_e,ocdcea_e --> ,Transport Systems
EX_octa_e,octa_e --> ,Transport Systems
EX_orn__D_e,orn__D_e --> ,Transport Systems
EX_orn_e,orn_e --> ,Transport Systems
EX_orot_e,orot_e --> ,Transport Systems
EX_oxa_e,oxa_e --> ,Transport Systems
EX_5g2oxpt_e,5g2oxpt_e --> ,Transport Systems
EX_p_xyl_e,p_xyl_e --> ,Transport Systems
EX_pac_e,pac_e --> ,Transport Systems
EX_pacald_e,pacald_e --> ,Transport Systems
EX_pb2_e,pb2_e --> ,Transport Systems
EX_pea_e,pea_e --> ,Transport Systems
EX_peamn_e,peamn_e --> ,Transport Systems
EX_pentso3_e,pentso3_e --> ,Transport Systems
EX_phe__D_e,phe__D_e --> ,Transport Systems
EX_phe__L_e,phe__L_e --> ,Transport Systems
EX_phedca_e,phedca_e --> ,Transport Systems
EX_phehpa_e,phehpa_e --> ,Transport Systems
EX_phehxa_e,phehxa_e --> ,Transport Systems
EX_pheme_e,pheme_e --> ,Transport Systems
EX_phenona_e,phenona_e --> ,Transport Systems
EX_pheocta_e,pheocta_e --> ,Transport Systems
EX_phept_e,phept_e --> ,Transport Systems
EX_phpyr_e,phpyr_e --> ,Transport Systems
EX_pi_e,pi_e <=> ,Transport Systems
EX_pnto__R_e,pnto__R_e --> ,Transport Systems
EX_ppa_e,ppa_e --> ,Transport Systems
EX_ppi_e,ppi_e --> ,Transport Systems
EX_prealg_MG_14_e,prealg_MG_14_e --> ,Transport Systems
EX_prealg_MG_23_e,prealg_MG_23_e --> ,Transport Systems
EX_prealg_MG_32_e,prealg_MG_32_e --> ,Transport Systems
EX_prealg_MG_41_e,prealg_MG_41_e --> ,Transport Systems
EX_prealginate__G_e,prealginate__G_e --> ,Transport Systems
EX_pro__D_e,pro__D_e --> ,Transport Systems
EX_pro__L_e,pro__L_e --> ,Transport Systems
EX_progly_e,progly_e --> ,Transport Systems
EX_pta_e,pta_e --> ,Transport Systems
EX_ptrc_e,ptrc_e --> ,Transport Systems
EX_ptsla_e,ptsla_e --> ,Transport Systems
EX_pydam_e,pydam_e --> ,Transport Systems
EX_pyovd_e,pyovd_e --> ,Transport Systems
EX_pyovd_kt_e,pyovd_kt_e --> ,Transport Systems
EX_pyr_e,pyr_e --> ,Transport Systems
EX_quin_e,quin_e --> ,Transport Systems
EX_rib__D_e,rib__D_e --> ,Transport Systems
EX_sbo3_e,sbo3_e --> ,Transport Systems
EX_sel_e,sel_e <=> ,Transport Systems
EX_ser__D_e,ser__D_e --> ,Transport Systems
EX_ser__L_e,ser__L_e --> ,Transport Systems
EX_sheme_e,sheme_e --> ,Transport Systems
EX_skm_e,skm_e --> ,Transport Systems
EX_so2_e,so2_e --> ,Transport Systems
EX_so3_e,so3_e --> ,Transport Systems
EX_so4_e,so4_e <=> ,Transport Systems
EX_spmd_e,spmd_e --> ,Transport Systems
EX_succ_e,succ_e --> ,Transport Systems
EX_sulfac_e,sulfac_e --> ,Transport Systems
EX_tag160_e,tag160_e --> ,Transport Systems
EX_tag180_e,tag180_e --> ,Transport Systems
EX_tag181d9_e,tag181d9_e --> ,Transport Systems
EX_tag182d9d12_e,tag182d9d12_e --> ,Transport Systems
EX_taur_e,taur_e --> ,Transport Systems
EX_tcynt_e,tcynt_e --> ,Transport Systems
EX_thr__L_e,thr__L_e --> ,Transport Systems
EX_thym_e,thym_e --> ,Transport Systems
EX_tmanur_e,tmanur_e --> ,Transport Systems
EX_tnt_e,tnt_e --> ,Transport Systems
EX_tol_e,tol_e --> ,Transport Systems
EX_trp__L_e,trp__L_e --> ,Transport Systems
EX_tsul_e,tsul_e --> ,Transport Systems
EX_ttdca_e,ttdca_e --> ,Transport Systems
EX_ttdcea_e,ttdcea_e --> ,Transport Systems
EX_ttrcyc_e,ttrcyc_e --> ,Transport Systems
EX_tungs_e,tungs_e <=> ,Transport Systems
EX_tyr__D_e,tyr__D_e --> ,Transport Systems
EX_tyr__L_e,tyr__L_e --> ,Transport Systems
EX_ura_e,ura_e --> ,Transport Systems
EX_urea_e,urea_e --> ,Transport Systems
EX_uri_e,uri_e --> ,Transport Systems
EX_vacc_e,vacc_e --> ,Transport Systems
EX_val__D_e,val__D_e --> ,Transport Systems
EX_val__L_e,val__L_e --> ,Transport Systems
EX_vanln_e,vanln_e --> ,Transport Systems
EX_vanlt_e,vanlt_e --> ,Transport Systems
EX_xan_e,xan_e --> ,Transport Systems
EX_zn2_e_,zn2_e <=> ,Transport Systems
FA100ACPHi,dcaACP_c + h2o_c --> ACP_c + dca_c + h_c,Fatty Acid and Lipid Metabolism
FA120ACPHi,ddcaACP_c + h2o_c --> ACP_c + ddca_c + h_c,Fatty Acid and Lipid Metabolism
FA140ACPHi,h2o_c + myrsACP_c --> ACP_c + h_c + ttdca_c,Fatty Acid and Lipid Metabolism
FA141ACPHi,h2o_c + tdeACP_c --> ACP_c + h_c + ttdcea_c,Fatty Acid and Lipid Metabolism
FA160ACPHi,h2o_c + palmACP_c --> ACP_c + h_c + hdca_c,Fatty Acid and Lipid Metabolism
FA161ACPHi,h2o_c + hdeACP_c --> ACP_c + h_c + hdcea_c,Fatty Acid and Lipid Metabolism
FA80ACPHi,h2o_c + ocACP_c --> ACP_c + h_c + octa_c,Fatty Acid and Lipid Metabolism
FACOAE100,dcacoa_c + h2o_c --> coa_c + dca_c + h_c,Fatty Acid and Lipid Metabolism
FACOAE120,ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c,Fatty Acid and Lipid Metabolism
FACOAE140,h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c,Fatty Acid and Lipid Metabolism
FACOAE141,h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c,Fatty Acid and Lipid Metabolism
FACOAE160,h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c,Fatty Acid and Lipid Metabolism
FACOAE161,h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c,Fatty Acid and Lipid Metabolism
FACOAE180,h2o_c + stcoa_c --> coa_c + h_c + ocdca_c,Fatty Acid and Lipid Metabolism
FACOAE181,h2o_c + odecoa_c --> coa_c + h_c + ocdcea_c,Fatty Acid and Lipid Metabolism
HMR_0260,h2o_c + vacccoa_c --> coa_c + h_c + vacc_c,Fatty Acid and Lipid Metabolism
FACOAE1829Z12Z,h2o_c + lnlccoa_c --> coa_c + h_c + lnlc_c,Fatty Acid and Lipid Metabolism
FACOAE50,h2o_c + ptcoa_c --> coa_c + h_c + pta_c,Fatty Acid and Lipid Metabolism
FACOAE60,h2o_c + hxcoa_c --> coa_c + h_c + hxa_c,Fatty Acid and Lipid Metabolism
FACOAE70,h2o_c + hptcoa_c --> coa_c + h_c + hpta_c,Fatty Acid and Lipid Metabolism
FACOAE80,h2o_c + occoa_c --> coa_c + h_c + octa_c,Fatty Acid and Lipid Metabolism
FACOAE90,h2o_c + nonacoa_c --> coa_c + h_c + nona_c,Fatty Acid and Lipid Metabolism
HMR_0180,atp_c + coa_c + dca_c --> amp_c + dcacoa_c + ppi_c,Nucleotide Metabolism
FACOAL100t2pp,atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c,Fatty Acid and Lipid Metabolism
HMR_0188,atp_c + coa_c + ddca_c --> amp_c + ddcacoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL120t2pp,atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL140,atp_c + coa_c + ttdca_c --> amp_c + ppi_c + tdcoa_c,Fatty Acid and Lipid Metabolism
FACOAL140t2pp,atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c,Fatty Acid and Lipid Metabolism
FACOAL141,atp_c + coa_c + ttdcea_c --> amp_c + ppi_c + tdecoa_c,Fatty Acid and Lipid Metabolism
FACOAL141t2pp,atp_c + coa_c + h_p + ttdcea_p --> amp_c + h_c + ppi_c + tdecoa_c,Fatty Acid and Lipid Metabolism
FACOAL160,atp_c + coa_c + hdca_c --> amp_c + pmtcoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL160t2pp,atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL161,atp_c + coa_c + hdcea_c --> amp_c + hdcoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL161t2pp,atp_c + coa_c + h_p + hdcea_p --> amp_c + h_c + hdcoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL180,atp_c + coa_c + ocdca_c --> amp_c + ppi_c + stcoa_c,Fatty Acid and Lipid Metabolism
FACOAL180t2pp,atp_c + coa_c + h_p + ocdca_p --> amp_c + h_c + ppi_c + stcoa_c,Fatty Acid and Lipid Metabolism
FACOAL1812,atp_c + coa_c + vacc_c --> amp_c + ppi_c + vacccoa_c,Fatty Acid and Lipid Metabolism
FACOAL181d11tpp,atp_c + coa_c + h_p + vacc_p --> amp_c + h_c + ppi_c + vacccoa_c,Fatty Acid and Lipid Metabolism
FACOAL181d6t2pp,atp_c + coa_c + h_p + ptsla_p --> amp_c + h_c + ppi_c + ptslacoa_c,Fatty Acid and Lipid Metabolism
FACOAL181,atp_c + coa_c + ocdcea_c --> amp_c + odecoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL181t2pp,atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL1821,atp_c + coa_c + lnlc_c --> amp_c + lnlccoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL182t2pp,atp_c + coa_c + h_p + lnlc_p --> amp_c + h_c + lnlccoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL50i,atp_c + coa_c + pta_c --> amp_c + ppi_c + ptcoa_c,Fatty Acid and Lipid Metabolism
FACOAL50t2pp,atp_c + coa_c + h_p + pta_p --> amp_c + h_c + ppi_c + ptcoa_c,Fatty Acid and Lipid Metabolism
FACOAL60i,atp_c + coa_c + hxa_c --> amp_c + hxcoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL60t2pp,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL_70_c,atp_c + coa_c + hpta_c --> amp_c + hptcoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL70t2pp,atp_c + coa_c + h_p + hpta_p --> amp_c + h_c + hptcoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL80,atp_c + coa_c + octa_c --> amp_c + occoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL80t2pp,atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL90i,atp_c + coa_c + nona_c --> amp_c + nonacoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOAL90t2pp,atp_c + coa_c + h_p + nona_p --> amp_c + h_c + nonacoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOALP100t2pp,atp_c + coa_c + h_p + phedca_p --> amp_c + h_c + pdcacoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOALP50t2pp,atp_c + coa_c + h_p + phept_p --> amp_c + h_c + ppi_c + pptcoa_c,Fatty Acid and Lipid Metabolism
FACOALP60t2pp,atp_c + coa_c + h_p + phehxa_p --> amp_c + h_c + phxacoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOALP70t2pp,atp_c + coa_c + h_p + phehpa_p --> amp_c + h_c + phpcoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOALP80t2pp,atp_c + coa_c + h_p + pheocta_p --> amp_c + h_c + poctacoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOALP90t2pp,atp_c + coa_c + h_p + phenona_p --> amp_c + h_c + pnonacoa_c + ppi_c,Fatty Acid and Lipid Metabolism
FACOALT60t2pp,6atha_p + atp_c + coa_c + h_p --> 6athcoa_c + amp_c + h_c + ppi_c,Fatty Acid and Lipid Metabolism
FALDH2,hmgth_c + nad_c <=> Sfglutth_c + h_c + nadh_c,Cellular Processes and Storage
FALDM,2.0 fald_c + h2o_c <=> for_c + h_c + meoh_c,Cellular Processes and Storage
FALDep,fald_c + h_p --> fald_e + h_c,Transport Systems
FALDtex,fald_e <=> fald_p,Transport Systems
FALDtpp,fald_p <=> fald_c,Transport Systems
FALDtpp2,fald_c + h_p --> fald_p + h_c,Transport Systems
FALGTHLs,fald_c + gthrd_c <=> hmgth_c,Cellular Processes and Storage
FBA,fdp_c <=> dhap_c + g3p_c,Central Carbon Metabolism
FBACS,24dab_c + 3hasp__L_c + asp__L_c + gly_c + n5horn_c + orn_c + ser__L_c --> fbac_kt_c + 6.0 h2o_c,Metal and Inorganic Metabolism
FBACabcpp,atp_c + fbac_kt_c + h2o_c --> adp_c + fbac_kt_p + h_c + pi_c,Transport Systems
FBP,fdp_c + h2o_c --> f6p_c + pi_c,Central Carbon Metabolism
FCLT,fe2_c + ppp9_c --> 2.0 h_c + pheme_c,Cofactor and Vitamin Biosynthesis
FCOAHA,ferulcoa_c + h2o_c --> accoa_c + vanln_c,Aromatic Compound Degradation
FDH,for_c + nad_c --> co2_c + nadh_c,Cellular Processes and Storage
FDMO,fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c,Metal and Inorganic Metabolism
FDMO2,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c,Metal and Inorganic Metabolism
FDMO3,ethso3_c + fmnh2_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c,Metal and Inorganic Metabolism
FDMO4,butso3_c + fmnh2_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c,Metal and Inorganic Metabolism
FDMO5,fmnh2_c + o2_c + pentso3_c --> fmn_c + h2o_c + h_c + ptal_c + so3_c,Metal and Inorganic Metabolism
FDMO6,fmnh2_c + o2_c + sulfac_c --> fmn_c + glx_c + h2o_c + h_c + so3_c,Metal and Inorganic Metabolism
FDMO7,dmso2_c + 2.0 fmnh2_c + 2.0 o2_c --> fald_c + 2.0 fmn_c + 2.0 h2o_c + h_c + mso3_c,Metal and Inorganic Metabolism
FDMOtau,fmnh2_c + o2_c + taur_c --> aacald_c + fmn_c + h2o_c + h_c + so3_c,Metal and Inorganic Metabolism
FE2t3pp,fe2_c + h_p --> fe2_p + h_c,Metal and Inorganic Metabolism
FE2tex,fe2_e <=> fe2_p,Metal and Inorganic Metabolism
FE3DCIT2abcpp,atp_c + fe3dcit_p + h2o_c --> adp_c + fe3dcit_c + h_c + pi_c,Metal and Inorganic Metabolism
FE3DCITCH,2.0 cit_c + fe3_c <=> fe3dcit_c,Metal and Inorganic Metabolism
FE3DCITR,fdxr_42_c + 2.0 fe3dcit_c --> 4.0 cit_c + fdxo_42_c + 2.0 fe2_c,Metal and Inorganic Metabolism
FE3DCITR2,fdxr_22_c + fe3dcit_c --> 2.0 cit_c + fdxo_22_c + fe2_c,Metal and Inorganic Metabolism
FE3DCITR3,2.0 fe3dcit_c + fmnh2_c --> 4.0 cit_c + 2.0 fe2_c + fmn_c + 2.0 h_c,Metal and Inorganic Metabolism
FE3DCITR4,fe3dcit_c + flxr_c --> 2.0 cit_c + fe2_c + flxso_c,Metal and Inorganic Metabolism
FE3DCITabcpp,atp_c + fe3dcit_p + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,Metal and Inorganic Metabolism
FE3DCITtonex,fe3dcit_e + h_p --> fe3dcit_p + h_c,Transport Systems
FE3PYOVD2tonex,fe3pyovd_kt_e + h_p --> fe3pyovd_kt_p + h_c,Metal and Inorganic Metabolism
FE3PYOVDDR,fe3pyovd_p <=> fe2_p + pyovd_p,Metal and Inorganic Metabolism
FE3PYOVDDR2,2.0 fe3pyovd_kt_p + pqqh2_p <=> 2.0 fe2_p + 2.0 h_p + pqq_p + 2.0 pyovd_kt_p,Metal and Inorganic Metabolism
FE3PYOVDL,fe3_e + pyovd_e <=> fe3pyovd_e,Metal and Inorganic Metabolism
FE3PYOVDL2,fe3_e + pyovd_kt_e <=> fe3pyovd_kt_e,Metal and Inorganic Metabolism
FE3PYOVDtonex,fe3pyovd_e + h_p --> fe3pyovd_p + h_c,Metal and Inorganic Metabolism
FE3abcpp,atp_c + fe3_p + h2o_c --> adp_c + fe3_c + h_c + pi_c,Metal and Inorganic Metabolism
FECRMR1,fadh2_c + 2.0 fecrm_c --> fad_c + 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c,Metal and Inorganic Metabolism
FECRMR2,2.0 fecrm_c + fmnh2_c --> 2.0 fe2_c + 2.0 fecrm_un_c + fmn_c + 2.0 h_c,Metal and Inorganic Metabolism
FECRMUtex,fecrm_un_p + h_p --> fecrm_un_e + h_c,Metal and Inorganic Metabolism
FECRMUtpp,fecrm_un_c + h_p --> fecrm_un_p + h_c,Metal and Inorganic Metabolism
FECRMabcpp,atp_c + fecrm_p + h2o_c --> adp_c + fecrm_c + h_c + pi_c,Metal and Inorganic Metabolism
FECRMexs,fe3_e + fecrm_un_e --> fecrm_e,Metal and Inorganic Metabolism
FECRMtonex,fecrm_e + h_p --> fecrm_p + h_c,Metal and Inorganic Metabolism
